Merek,Model,Varian,Spesifikasi,Value
honda,cr-v,1-5l-turbo-prestige,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,civic,1-5l-turbo,Kapasitas mesin,1498 cc
honda,civic,1-5l-turbo,Tenaga,171 hp
honda,civic,1-5l-turbo,Torsi,220 Nm
honda,civic,1-5l-turbo,Jenis Bahan Bakar,Bensin
honda,civic,1-5l-turbo,Girboks,Variable Speed
honda,civic,1-5l-turbo,Jenis Transmisi,CVT
honda,civic,1-5l-turbo,Jumlah Silinder,4
honda,civic,1-5l-turbo,Katup per Silinder,4
honda,civic,1-5l-turbo,Konfigurasi Katup,DOHC
honda,civic,1-5l-turbo,Sistem Suplai Bahan Bakar,PGM-FI
honda,civic,1-5l-turbo,Rasio Kompresi,10.6:1
honda,civic,1-5l-turbo,Mesin,"1.5L Petrol Engine Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,civic-type-r,6-speed-mt,Kapasitas mesin,1996 cc
honda,civic-type-r,6-speed-mt,Tenaga,306 hp
honda,civic-type-r,6-speed-mt,Jenis Bahan Bakar,Bensin
honda,civic-type-r,6-speed-mt,Torsi,400 Nm
honda,civic-type-r,6-speed-mt,Girboks,6-Speed
honda,civic-type-r,6-speed-mt,Jenis Transmisi,Manual
honda,civic-type-r,6-speed-mt,Jumlah Silinder,4
honda,civic-type-r,6-speed-mt,Katup per Silinder,4
honda,civic-type-r,6-speed-mt,Konfigurasi Katup,DOHC
honda,civic-type-r,6-speed-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,civic-type-r,6-speed-mt,Mesin,"2.0L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,city,e-mt,Kapasitas mesin,1497 cc
honda,city,e-mt,Tenaga,118 hp
honda,city,e-mt,Jenis Bahan Bakar,Bensin
honda,city,e-mt,Torsi,145 Nm
honda,city,e-mt,Girboks,5-Speed
honda,city,e-mt,Jenis penggerak,FWD
honda,city,e-mt,Jenis Transmisi,Manual
honda,city,e-mt,Jumlah Silinder,4
honda,city,e-mt,Katup per Silinder,4
honda,city,e-mt,Konfigurasi Katup,SOHC
honda,city,e-mt,Sistem Suplai Bahan Bakar,PGM-FI
honda,city,e-mt,Rasio Kompresi,10.3:1
honda,city,e-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,city,e-cvt,Kapasitas mesin,1497 cc
honda,city,e-cvt,Tenaga,118 hp
honda,city,e-cvt,Jenis Bahan Bakar,Bensin
honda,city,e-cvt,Torsi,145 Nm
honda,city,e-cvt,Girboks,Variable Speed
honda,city,e-cvt,Jenis penggerak,FWD
honda,city,e-cvt,Jenis Transmisi,CVT
honda,city,e-cvt,Jumlah Silinder,4
honda,city,e-cvt,Katup per Silinder,4
honda,city,e-cvt,Konfigurasi Katup,SOHC
honda,city,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,city,e-cvt,Rasio Kompresi,10.3:1
honda,city,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC"
honda,civic-hatchback,e-cvt,Kapasitas mesin,1498 cc
honda,civic-hatchback,e-cvt,Tenaga,171 hp
honda,civic-hatchback,e-cvt,Jenis Bahan Bakar,Bensin
honda,civic-hatchback,e-cvt,Torsi,220 Nm
honda,civic-hatchback,e-cvt,Girboks,Variable Speed
honda,civic-hatchback,e-cvt,Jenis Transmisi,CVT
honda,civic-hatchback,e-cvt,Jumlah Silinder,4
honda,civic-hatchback,e-cvt,Katup per Silinder,4
honda,civic-hatchback,e-cvt,Konfigurasi Katup,DOHC
honda,civic-hatchback,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,civic-hatchback,e-cvt,Rasio Kompresi,10.6:1
honda,civic-hatchback,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,civic-hatchback,s-cvt,Kapasitas mesin,1498 cc
honda,civic-hatchback,s-cvt,Tenaga,171 hp
honda,civic-hatchback,s-cvt,Torsi,220 Nm
honda,civic-hatchback,s-cvt,Jenis Bahan Bakar,Bensin
honda,civic-hatchback,s-cvt,Girboks,Variable Speed
honda,civic-hatchback,s-cvt,Jenis Transmisi,CVT
honda,civic-hatchback,s-cvt,Jumlah Silinder,4
honda,civic-hatchback,s-cvt,Katup per Silinder,4
honda,civic-hatchback,s-cvt,Konfigurasi Katup,DOHC
honda,civic-hatchback,s-cvt,Sistem Suplai Bahan Bakar,PGM-FI
honda,civic-hatchback,s-cvt,Rasio Kompresi,10.6:1
honda,civic-hatchback,s-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo"
honda,odyssey,2-4l,Kapasitas mesin,2356 cc
honda,odyssey,2-4l,Tenaga,173 hp
honda,odyssey,2-4l,Torsi,225 Nm
honda,odyssey,2-4l,Jenis Bahan Bakar,Bensin
honda,odyssey,2-4l,Girboks,Variable Speed
honda,odyssey,2-4l,Jenis Transmisi,CVT
honda,odyssey,2-4l,Jumlah Silinder,4
honda,odyssey,2-4l,Katup per Silinder,4
honda,odyssey,2-4l,Konfigurasi Katup,DOHC
honda,odyssey,2-4l,Sistem Suplai Bahan Bakar,PGM-FI
honda,odyssey,2-4l,Rasio Kompresi,10.1:1
honda,odyssey,2-4l,Mesin,"2.4L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC i-VTEC"
honda,accord,1-5l,Kapasitas mesin,1498 cc
honda,accord,1-5l,Tenaga,187 hp
honda,accord,1-5l,Torsi,260 Nm
honda,accord,1-5l,Jenis Bahan Bakar,Bensin
honda,accord,1-5l,Girboks,Variable Speed
honda,accord,1-5l,Jenis Transmisi,CVT
honda,accord,1-5l,Jenis penggerak,FWD
honda,accord,1-5l,Jumlah Silinder,4
honda,accord,1-5l,Katup per Silinder,4
honda,accord,1-5l,Konfigurasi Katup,DOHC
honda,accord,1-5l,Sistem Suplai Bahan Bakar,PGM-FI
honda,accord,1-5l,Rasio Kompresi,10.3:1
honda,accord,1-5l,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
honda,civic-hatchback-rs,1-5l,Kapasitas mesin,1498 cc
honda,civic-hatchback-rs,1-5l,Tenaga,171 hp
honda,civic-hatchback-rs,1-5l,Jenis Bahan Bakar,Bensin
honda,civic-hatchback-rs,1-5l,Torsi,220 Nm
honda,civic-hatchback-rs,1-5l,Girboks,Variable Speed
honda,civic-hatchback-rs,1-5l,Jenis Transmisi,CVT
honda,civic-hatchback-rs,1-5l,Jumlah Silinder,4
honda,civic-hatchback-rs,1-5l,Katup per Silinder,4
honda,civic-hatchback-rs,1-5l,Konfigurasi Katup,DOHC
honda,civic-hatchback-rs,1-5l,Sistem Suplai Bahan Bakar,PGM-FI
honda,civic-hatchback-rs,1-5l,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
